clip_id,subset
PAM-1554,train
PAM-1555,test
PAM-1556,train
PAM-1557,test
PAM-1558,train
PAM-1559,train
PAM-1560,train
PAM-1561,train
PAM-1562,train
PAM-1563,train
PAM-1564,test
PAM-1565,train
PAM-1566,train
PAM-1567,train
PAM-1568,train
PAM-1569,train
PAM-1570,train
PAM-1571,train
PAM-1572,train
PAM-1573,train
PAM-1574,train
PAM-1575,train
PAM-1576,train
PAM-1577,test
PAM-1578,train
PAM-1579,train
PAM-1580,test
PAM-1581,train
PAM-1582,train
PAM-1583,train
PAM-1584,train
PAM-1585,train
PAM-1586,train
PAM-1587,train
PAM-1588,train
PAM-1589,train
PAM-1590,train
PAM-1591,train
PAM-1592,train
PAM-1593,train
PAM-1594,train
PAM-1595,train
PAM-1596,train
PAM-1597,train
PAM-1598,test
PAM-1599,train
PAM-1600,train
PAM-1601,train
PAM-1602,train
PAM-1603,train
PAM-1604,train
PAM-1605,test
PAM-1606,test
PAM-1607,train
PAM-1608,test
PAM-1609,train
PAM-1610,train
PAM-1611,train
PAM-1612,train
PAM-1613,train
PAM-1614,train
PAM-1615,train
PAM-1616,train
PAM-1617,train
PAM-1618,train
PAM-1619,train
PAM-1620,train
PAM-1621,test
PAM-1622,train
PAM-1623,train
PAM-1624,train
PAM-1625,train
PAM-1626,train
PAM-1627,train
PAM-1628,train
PAM-1629,train
PAM-1630,train
PAM-1631,test
PAM-1632,train
PAM-1633,train
PAM-1634,train
PAM-1635,test
PAM-1636,test
PAM-1637,train
PAM-1638,train
PAM-1639,test
PAM-1640,train
PAM-1641,train
PAM-1642,train
PAM-1643,train
PAM-1644,test
PAM-1645,train
PAM-1646,train
PAM-1647,train
PAM-1648,train
PAM-1649,train
PAM-1650,test
PAM-1651,train
PAM-1652,train
PAM-1653,test
PAM-1654,train
PAM-1655,test
PAM-1656,train
PAM-1657,train
PAM-1658,train
PAM-1659,train
PAM-1660,train
PAM-1661,test
PAM-1662,train
PAM-1663,train
PAM-1664,train
PAM-1665,train
PAM-1666,train
PAM-1667,train
PAM-1668,test
PAM-1669,train
PAM-1670,train
PAM-1671,train
PAM-1672,train
PAM-1673,train
PAM-1674,test
PAM-1675,train
PAM-1676,train
PAM-1677,train
PAM-1678,train
PAM-1679,train
PAM-1680,train
PAM-1681,train
PAM-1682,train
PAM-1683,train
PAM-1684,test
PAM-1685,train
PAM-1686,train
PAM-1687,train
PAM-1688,train
PAM-1689,train
PAM-1690,train
PAM-1691,train
PAM-1692,train
PAM-1693,train
PAM-1694,train
PAM-1695,train
PAM-1696,train
PAM-1697,train
PAM-1698,train
PAM-1699,test
PAM-1700,train
PAM-1701,train
PAM-1702,train
PAM-1703,train
PAM-1704,train
PAM-1705,train
PAM-1706,train
PAM-1707,train
PAM-1708,test
PAM-1709,train
PAM-1710,test
PAM-1711,train
PAM-1712,train
PAM-1713,test
PAM-1714,train
PAM-1715,train
PAM-1716,train
PAM-1717,train
PAM-1718,train
PAM-1719,test
PAM-1720,train
PAM-1721,train
PAM-1722,train
PAM-1723,train
PAM-1724,train
PAM-1725,train
PAM-1726,train
PAM-1727,train
PAM-1728,train
PAM-1729,test
PAM-1730,test
PAM-1731,train
PAM-1732,test
PAM-1733,test
PAM-1734,test
PAM-1735,test
PAM-1736,train
PAM-1737,train
PAM-1738,train
PAM-1739,test
PAM-1740,train
PAM-1741,train
PAM-1742,train
PAM-1743,train
PAM-1744,test
PAM-1745,train
PAM-1746,train
PAM-1747,test
PAM-1748,train
PAM-1749,train
PAM-1750,train
PAM-1751,train
PAM-1752,train
PAM-1753,train
PAM-1754,test
PAM-1755,test
PAM-1756,train
PAM-1757,train
PAM-1758,train
PAM-1759,train
PAM-1760,train
PAM-1761,train
PAM-1762,train
PAM-1763,test
PAM-1764,train
PAM-1765,test
PAM-1766,test
PAM-1767,train
PAM-1768,train
PAM-1769,train
PAM-1770,train
PAM-1771,test
PAM-1772,train
PAM-1773,train
PAM-1774,train
PAM-1775,train
PAM-1776,train
PAM-1777,train
PAM-1778,train
PAM-1779,train
PAM-1780,train
PAM-1781,test
PAM-1782,train
PAM-1783,train
PAM-1784,train
PAM-1785,train
PAM-1786,train
PAM-1787,train
PAM-1788,train
PAM-1789,train
PAM-1790,train
PAM-1791,test
PAM-1792,test
PAM-1793,train
PAM-1794,train
PAM-1795,test
PAM-1796,train
PAM-1797,train
PAM-1798,train
PAM-1799,test
PAM-1800,train
PAM-1801,test
PAM-1802,train
PAM-1803,train
PAM-1804,train
PAM-1805,test
PAM-1806,train
PAM-1807,train
PAM-1808,train
PAM-1809,test
PAM-1810,train
PAM-1811,test
PAM-1812,train
PAM-1813,train
PAM-1814,train
PAM-1815,train
PAM-1816,train
PAM-1817,train
PAM-1818,train
PAM-1819,train
PAM-1820,train
PAM-1821,train
PAM-1822,train
PAM-1823,test
PAM-1824,test
PAM-1825,train
PAM-1826,train
PAM-1827,train
PAM-1828,train
PAM-1829,train
PAM-1830,train
PAM-1831,train
PAM-1832,train
PAM-1833,train
PAM-1834,train
PAM-1835,train
PAM-1836,train
PAM-1837,train
PAM-1838,test
PAM-1839,train
PAM-1840,test
PAM-1841,train
PAM-1842,train
PAM-1843,train
PAM-1844,train
PAM-1845,train
PAM-1846,train
PAM-1847,train
PAM-1848,train
PAM-1849,test
PAM-1850,test
PAM-1851,train
PAM-1852,train
PAM-1853,train
PAM-1854,train
PAM-1855,test
PAM-1856,train
PAM-1857,train
PAM-1858,test
PAM-1859,test
PAM-1860,test
PAM-1861,train
PAM-1862,train
PAM-1863,train
PAM-1864,train
PAM-1865,train
PAM-1866,train
PAM-1867,train
PAM-1868,train
PAM-1869,train
PAM-1870,train
PAM-1871,train
PAM-1872,train
PAM-1873,train
PAM-1874,train
PAM-1875,train
PAM-1876,train
PAM-1877,train
PAM-1878,train
PAM-1879,train
PAM-1880,test
PAM-1881,train
PAM-1882,test
PAM-1883,test
PAM-1884,train
PAM-1885,train
PAM-1886,train
PAM-1887,train
PAM-1888,train
PAM-1889,train
PAM-1890,train
PAM-1891,test
PAM-1892,train
PAM-1893,train
PAM-1894,test
PAM-1895,test
PAM-1896,train
PAM-1897,train
PAM-1898,test
PAM-1899,train
PAM-1900,train
PAM-1901,train
PAM-1902,train
PAM-1903,test
PAM-1904,train
PAM-1905,train
PAM-1906,train
PAM-1907,train
PAM-1908,train
PAM-1909,train
PAM-1910,train
PAM-1911,train
PAM-1912,test
PAM-1913,test
PAM-1914,train
PAM-1915,test
PAM-1916,train
PAM-1917,test
PAM-1918,test
PAM-1919,train
PAM-1920,train
PAM-1921,train
PAM-1922,train
PAM-1923,train
PAM-1924,train
PAM-1925,train
PAM-1926,train
PAM-1927,train
PAM-1928,train
PAM-1929,test
PAM-1930,train
PAM-1931,train
PAM-1932,train
PAM-1933,train
PAM-1934,train
PAM-1935,train
PAM-1936,train
PAM-1937,test
PAM-1938,test
PAM-1939,train
PAM-1940,train
PAM-1941,test
PAM-1942,train
PAM-1943,train
PAM-1944,train
PAM-1945,train
PAM-1946,train
PAM-1947,test
PAM-1948,train
PAM-1949,test
PAM-1950,train
PAM-1951,train
PAM-1952,train
PAM-1953,train
PAM-1954,train
PAM-1955,train
PAM-1956,train
PAM-1957,test
PAM-1958,train
PAM-1959,train
PAM-1960,train
PAM-1961,test
PAM-1962,train
PAM-1963,test
PAM-1964,train
PAM-1965,train
PAM-1966,train
PAM-1967,train
PAM-1968,test
PAM-1969,train
PAM-1970,train
PAM-1971,test
PAM-1972,train
PAM-1973,train
PAM-1974,train
PAM-1975,train
PAM-1976,train
PAM-1977,train
PAM-1978,train
PAM-1979,train
PAM-1980,test
PAM-1981,train
PAM-1982,train
PAM-1983,train
PAM-1984,test
PAM-1985,test
PAM-1986,train
PAM-1987,train
PAM-1988,train
PAM-1989,test
PAM-1990,train
PAM-1991,test
PAM-1992,train
PAM-1993,train
PAM-1994,train
PAM-1995,train
PAM-1996,train
PAM-1997,train
PAM-1998,train
PAM-1999,train
PAM-2000,train
PAM-2001,train
PAM-2002,test
PAM-2003,train
PAM-2004,train
PAM-2005,train
PAM-2006,train
PAM-2007,train
PAM-2008,train
PAM-2009,train
PAM-2010,train
PAM-2011,train
PAM-2012,train
PAM-2013,test
PAM-2014,train
PAM-2015,train
PAM-2016,train
PAM-2017,train
PAM-2018,train
PAM-2019,train
PAM-2020,train
PAM-2021,test
PAM-2022,test
PAM-2023,train
PAM-2024,train
PAM-2025,test
PAM-2026,train
PAM-2027,test
PAM-2028,train
PAM-2029,train
PAM-2030,test
PAM-2031,train
PAM-2032,train
PAM-2033,train
PAM-2034,train
PAM-2035,train
PAM-2036,train
PAM-2037,train
PAM-2038,train
PAM-2039,train
PAM-2040,train
PAM-2041,train
PAM-2042,train
PAM-2043,train
PAM-2044,test
PAM-2045,test
PAM-2046,train
PAM-2047,test
PAM-2048,train
PAM-2049,train
PAM-2050,train
PAM-2051,test
PAM-2052,train
PAM-2053,train
PAM-2054,train
PAM-2055,train
PAM-2056,train
PAM-2057,train
PAM-2058,train
PAM-2059,train
PAM-2060,train
PAM-2061,train
PAM-2062,train
PAM-2063,train
PAM-2064,train
PAM-2065,train
PAM-2066,train
PAM-2067,test
PAM-2068,train
PAM-2069,train
PAM-2070,test
PAM-2071,train
PAM-2072,train
PAM-2073,train
PAM-2074,train
PAM-2075,test
PAM-2076,train
PAM-2077,train
PAM-2078,test
PAM-2079,train
PAM-2080,test
PAM-2081,train
PAM-2082,train
PAM-2083,train
PAM-2084,train
PAM-2085,train
PAM-2086,test
PAM-2087,train
PAM-2088,test
PAM-2089,train
PAM-2090,train
PAM-2091,train
PAM-2092,train
PAM-2093,train
PAM-2094,train
PAM-2095,train
PAM-2096,train
PAM-2097,train
PAM-2098,train
PAM-2099,train
PAM-2100,train
PAM-2101,train
PAM-2102,test
PAM-2103,train
PAM-2104,train
PAM-2105,train
PAM-2106,train
PAM-2107,train
PAM-2108,train
PAM-2109,train
PAM-2110,train
PAM-2111,train
PAM-2112,test
PAM-2113,train
PAM-2114,train
PAM-2115,train
PAM-2116,train
PAM-2117,train
PAM-2118,train
PAM-2119,train
PAM-2120,train
PAM-2121,train
PAM-2122,train
PAM-2123,train
PAM-2124,test
PAM-2125,train
PAM-2126,train
PAM-2127,train
PAM-2128,train
PAM-2129,train
PAM-2130,test
PAM-2131,train
PAM-2132,train
PAM-2133,train
PAM-2134,train
PAM-2135,train
PAM-2136,test
PAM-2137,train
PAM-2138,train
PAM-2139,train
PAM-2140,train
PAM-2141,train
PAM-2142,train
PAM-2143,train
PAM-2144,test
PAM-2145,test
PAM-2146,train
PAM-2147,train
PAM-2148,train
PAM-2149,train
PAM-2150,train
PAM-2151,test
PAM-2152,train
PAM-2153,train
PAM-2154,train
PAM-2155,train
PAM-2156,train
PAM-2157,test
PAM-2158,train
PAM-2159,train
PAM-2160,train
PAM-2161,train
PAM-2162,train
PAM-2163,train
PAM-2164,train
PAM-2165,train
PAM-2166,train
PAM-2167,train
PAM-2168,train
PAM-2169,train
PAM-2170,train
PAM-2171,train
PAM-2172,train
PAM-2173,test
PAM-2174,train
PAM-2175,train
PAM-2176,train
PAM-2177,train
PAM-2178,test
PAM-2179,test
PAM-2180,train
PAM-2181,train
PAM-2182,train
PAM-2183,train
PAM-2184,train
PAM-2185,train
PAM-2186,train
PAM-2187,train
PAM-2188,train
PAM-2189,train
PAM-2190,test
PAM-2191,train
PAM-2192,train
PAM-2193,train
PAM-2194,train
PAM-2195,train
PAM-2196,test
PAM-2197,test
PAM-2198,train
PAM-2199,train
PAM-2200,train
PAM-2201,test
PAM-2202,train
PAM-2203,train
PAM-2204,train
PAM-2205,train
PAM-2206,train
PAM-2207,train
PAM-2208,test
PAM-2209,train
PAM-2210,test
PAM-2211,train
PAM-2212,train
PAM-2213,train
PAM-2214,test
PAM-2215,train
PAM-2216,train
PAM-2217,train
PAM-2218,test
PAM-2219,train
PAM-2220,test
PAM-2221,train
PAM-2222,train
PAM-2223,train
PAM-2224,test
PAM-2225,test
PAM-2226,train
PAM-2227,train
PAM-2228,train
PAM-2229,train
PAM-2230,train
PAM-2231,test
PAM-2232,train
PAM-2233,test
PAM-2234,test
PAM-2235,test
PAM-2236,train
PAM-2237,train
PAM-2238,train
PAM-2239,train
PAM-2240,train
PAM-2241,test
PAM-2242,train
PAM-2243,train
PAM-2244,train
PAM-2245,test
PAM-2246,train
PAM-2247,train
PAM-2248,train
PAM-2249,test
PAM-2250,test
